,SPCD,COMMON_NAME,SHARED_COMMON_NAME_IND,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,WOODLAND,SFTWD_HRDWD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,CORE,EAST,WEST,CARIBBEAN,PACIFIC,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,DRYWT_TO_GREENWT_CONVERSION,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,STANDING_DEAD_DECAY_RATIO1,STANDING_DEAD_DECAY_RATIO2,STANDING_DEAD_DECAY_RATIO3,STANDING_DEAD_DECAY_RATIO4,STANDING_DEAD_DECAY_RATIO5,CARBON_RATIO_LIVE,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,PURVES_TRAIT_SCORE
42,6058,ukall ra ngebard,Y,Albizia,falcataria,,,ALFA5,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.28413,26.0,0.28413,26.0,75.13,26.0,80.49,26.0,0.28413,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.483,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
43,6059,woman's tongue,N,Albizia,lebbeck,,,ALLE,54,54,54.0,54.0,N,H,3,37.0,227.0,N,,,C,P,,,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
44,7174,sycamore fig,N,Ficus,sycomorus,,,FISY2,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
45,7175,Chinese banyan,Y,Ficus,thonningii,,,FITH2,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.4262,,0.4262,,,,,,0.4262,,,,,,,,,,,,,,,,,,0.478,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
46,7176,mati,Y,Ficus,tinctoria,,,FITI2,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.4,26.0,0.4,26.0,75.13,26.0,80.49,26.0,0.4,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.479,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
47,7177,jaguey blanco,N,Ficus,trigonata,,,FITR,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
48,7178,mati,Y,Ficus,uniauriculata,,,FIUN,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.4,26.0,0.4,26.0,75.13,26.0,80.49,26.0,0.4,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.479,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
49,7179,higo,N,Ficus,virens,,,FIVI3,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.3444,26.0,0.3444,26.0,75.13,26.0,80.49,26.0,0.3444,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.481,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
50,7180,Finschia chloroxantha,N,Finschia,chloroxantha,,,FICH,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.59409,26.0,0.59409,26.0,75.13,26.0,80.49,26.0,0.59409,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.472,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
51,7181,Chinese parasoltree,N,Firmiana,simplex,,,FISI2,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,2.0,0.52,26.0,0.53,26.0,75.12,26.0,80.64,26.0,0.58,26.0,15.32,26.0,,,,,,,,,,,,,,,0.475,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_NRS,2023-05-25 22:32:46,732862.0,0.5302307692307692
52,7182,burr daisytree,N,Fitchia,speciosa,,,FISP3,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.65,,0.65,,,,,,0.65,,,,,,,,,,,,,,,,,,0.47,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
53,7184,governor's plum,N,Flacourtia,indica,,,FLIN,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
54,7185,batoko plum,N,Flacourtia,inermis,,,FLIN3,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
55,7186,filimoto,N,Flacourtia,rukam,,,FLRU2,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.75,26.0,0.75,26.0,75.13,26.0,80.49,26.0,0.75,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.467,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
56,7188,Queensland maple,N,Flindersia,brayleyana,,,FLBR,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.47,26.0,0.47,26.0,75.13,26.0,80.49,26.0,0.47,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.477,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
57,7190,Flueggea acidoton,N,Flueggea,acidoton,,,FLAC,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
58,7191,poumuli,Y,Flueggea,flexuosa,,,FLFL4,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.48216,,0.48216,,,,,,0.48216,,,,,,,,,,,,,,,,,,0.476,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
59,7192,mehamehame,N,Flueggea,neowawraea,,,FLNE,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.48216,,0.48216,,,,,,0.48216,,,,,,,,,,,,,,,,,,0.476,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
60,7193,bushweed,N,Flueggea,spp.,,,FLUEG,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.48216,,0.48216,,,,,,0.48216,,,,,,,,,,,,,,,,,,0.476,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
61,7194,inkbush,N,Forestiera,eggersiana,,,FOEG,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
62,7195,caca ravet,N,Forestiera,rhamnifolia,,,FORH,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
63,7196,Florida swampprivet,N,Forestiera,segregata,,,FOSE,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
64,7198,oval kumquat,N,Fortunella,margarita,,,FOMA2,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
65,7199,Chinese chastetree,N,Vitex,negundo,,,VINE2,55,55,,,N,H,3,37.0,,N,X,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.474,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
66,7200,California buckthorn,N,Frangula,californica,,,FRCA12,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.67,,0.67,,,,,,0.67,,,,,,,,,,,,,,,,,,0.47,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
67,7202,West Indian buckthorn,N,Frangula,sphaerosperma,,,FRSPL,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
68,7203,Franklin tree,N,Franklinia,alatamaha,,,FRAL,55,55,,,N,H,3,37.0,,N,X,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
69,7205,Goodding's ash,N,Fraxinus,gooddingii,,,FRGO,55,55,,,N,H,3,37.0,146.0,N,,,,,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.475,7.0,,FS_NIMS_PNWRS,2023-03-06 13:26:10,798795,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
70,7149,Indian banyan,N,Ficus,benghalensis,,,FIBE2,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
71,7150,weeping fig,N,Ficus,benjamina,,,FIBE,54,54,54.0,54.0,N,H,3,37.0,227.0,N,,,C,P,,,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
72,7151,edible fig,N,Ficus,carica,,,FICA,54,47,54.0,54.0,N,H,3,37.0,221.0,N,,,C,P,,,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,2.0,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS_NRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
73,7152,Ficus copiosa,N,Ficus,copiosa,,,FICO2,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.44,26.0,0.44,26.0,75.13,26.0,80.49,26.0,0.44,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.478,5.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
74,7153,Roxburgh fig,N,Ficus,auriculata,,,FIAU3,55,55,,,N,H,3,37.0,146.0,Y,,X,,,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473594,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,7.0,,FS_NIMS_PNWRS,2023-03-06 13:26:10,981125,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
75,7154,brown-woolly fig,N,Ficus,drupacea,,,FIDR3,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
76,8388,kopiko kea,N,Psychotria,kaduana,,,PSKA,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.52,26.0,0.52,26.0,75.13,26.0,80.49,26.0,0.52,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
77,8389,cachimbo de gato,N,Psychotria,maleolens,,,PSMA4,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
78,8390,aplohkateng,N,Psychotria,mariana,,,PSYMAR,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.52,26.0,0.52,26.0,75.13,26.0,80.49,26.0,0.52,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
79,8391,cachimbo de maricao,N,Psychotria,maricaensis,,,PSMA5,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
80,8392,forest wild coffee,N,Psychotria,mariniana,,,PSMA6,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.52,26.0,0.52,26.0,75.13,26.0,80.49,26.0,0.52,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572.0,0.5302307692307692
81,8393,opiko,N,Psychotria,mauiensis,,,PSMA7,54,54,,54.0,N,H,3,37.0,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,0.475,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795.0,0.5302307692307692
82,8394,thicket wild coffee,N,Psychotria,microdon,,,PSMI,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
83,8395,floating balsamo,N,Psychotria,nutans,,,PSNU2,54,54,54.0,,N,H,3,37.0,227.0,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,0.58,26.0,15.16,26.0,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.492,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862.0,0.5302307692307692
84,8313,Carolina poplar,N,Populus,x canadensis,,,POCA19,55,55,,,N,H,3,37.0,,N,X,,,,X,X,X,,X,,,,,,,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.481,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862.0,0.47675
